0,1,2,3,4,5,6,7,8,9,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed,rise
RT @TheCultureLP: @MichaelBJordan @blkcreatives @themattiejames @IamKingWilliams @KiaSpeaks @Square @apsupdate @Microsoft @Apple yes! pleas…;,,,,,,,,,, michaelbjordan blkcreatives themattiejames iamkingwilliams kiaspeaks square apsupdate microsoft apple yes pleas ,0.0,0.0,positive,,,,,113,11, michaelbjordan blkcreatives themattiejames iamkingwilliams kiaspeaks square apsupdate microsoft apple yes pleas ,"['', 'michaelbjordan', 'blkcreatives', 'themattiejames', 'iamkingwilliams', 'kiaspeaks', 'square', 'apsupdate', 'microsoft', 'apple', 'yes', 'pleas', '']","['', 'michaelbjordan', 'blkcreatives', 'themattiejames', 'iamkingwilliams', 'kiaspeaks', 'square', 'apsupdate', 'microsoft', 'apple', 'yes', 'pleas', '']","['', 'michaelbjordan', 'blkcreativ', 'themattiejam', 'iamkingwilliam', 'kiaspeak', 'squar', 'apsupd', 'microsoft', 'appl', 'ye', 'plea', '']",0
"RT @WeMahidol: 📩มาเรียนรู้การใส่ส่วนลงท้าย หรือ Signature ในอีเมลกันดีกว่า

เทคนิคจัดการอีเมลขั้นเทพ 
โดย พี่เป้ แชมป์โลก Microsoft World
📧…;",,,,,,,,,, signature microsoft world ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,27,3, signature microsoft world ,"['', 'signature', 'microsoft', 'world', '']","['', 'signature', 'microsoft', 'world', '']","['', 'signatur', 'microsoft', 'world', '']",0
RT @Apps4Rent: Decide which Artificial Intelligence is the one for you with @Microsoft Analytics and AI. Check it out here! https://t.co/aO…;,,,,,,,,,, decide which artificial intelligence is the one for you with microsoft analytics and ai check it out here https t co ao ,-0.6,1.0,positive,,,,,121,22, decide which artificial intelligence is the one for you with microsoft analytics and ai check it out here https t co ao ,"['', 'decide', 'which', 'artificial', 'intelligence', 'is', 'the', 'one', 'for', 'you', 'with', 'microsoft', 'analytics', 'and', 'ai', 'check', 'it', 'out', 'here', 'https', 't', 'co', 'ao', '']","['', 'decide', 'artificial', 'intelligence', 'one', 'microsoft', 'analytics', 'ai', 'check', 'https', 'co', 'ao', '']","['', 'decid', 'artifici', 'intellig', 'one', 'microsoft', 'analyt', 'ai', 'check', 'http', 'co', 'ao', '']",0
@eddiejaoude @Microsoft @github Well yes ...but no. (u get it?);,,,,,,,,,, eddiejaoude microsoft github well yes but no u get it ,0.0,0.0,positive,,,,,55,10, eddiejaoude microsoft github well yes but no u get it ,"['', 'eddiejaoude', 'microsoft', 'github', 'well', 'yes', 'but', 'no', 'u', 'get', 'it', '']","['', 'eddiejaoude', 'microsoft', 'github', 'well', 'yes', 'u', 'get', '']","['', 'eddiejaoud', 'microsoft', 'github', 'well', 'ye', 'u', 'get', '']",0
"RT @qrcapital: Maiores aquisições realizadas por Big Techs:

-LinkedIn (Microsoft): $26,2 B
-WhatsApp (Facebook): $22 B
-Whole Foods (Amazo…;",,,,,,,,,, maiores aquisi es realizadas por big techs linkedin microsoft 26 2 b whatsapp facebook 22 b whole foods amazo ,0.1,0.25,neutral,0.0,1.0,0.0,0.0,111,19, maiores aquisi es realizadas por big techs linkedin microsoft 26 2 b whatsapp facebook 22 b whole foods amazo ,"['', 'maiores', 'aquisi', 'es', 'realizadas', 'por', 'big', 'techs', 'linkedin', 'microsoft', '26', '2', 'b', 'whatsapp', 'facebook', '22', 'b', 'whole', 'foods', 'amazo', '']","['', 'maiores', 'aquisi', 'es', 'realizadas', 'por', 'big', 'techs', 'linkedin', 'microsoft', '26', '2', 'b', 'whatsapp', 'facebook', '22', 'b', 'whole', 'foods', 'amazo', '']","['', 'maior', 'aquisi', 'es', 'realizada', 'por', 'big', 'tech', 'linkedin', 'microsoft', '26', '2', 'b', 'whatsapp', 'facebook', '22', 'b', 'whole', 'food', 'amazo', '']",0
"This is the SOC reference model to compare your program against (or use to build a new program).

This is an open s… https://t.co/If7OcJOvt1;",,,,,,,,,,this is the soc reference model to compare your program against or use to build a new program this is an open s https t co if7ocjovt1 ,0.06818181818181818,0.4772727272727273,neutral,0.0,1.0,0.0,0.0,134,27,this is the soc reference model to compare your program against or use to build a new program this is an open s https t co if7ocjovt1 ,"['this', 'is', 'the', 'soc', 'reference', 'model', 'to', 'compare', 'your', 'program', 'against', 'or', 'use', 'to', 'build', 'a', 'new', 'program', 'this', 'is', 'an', 'open', 's', 'https', 't', 'co', 'if7ocjovt1', '']","['soc', 'reference', 'model', 'compare', 'program', 'use', 'build', 'new', 'program', 'open', 'https', 'co', 'if7ocjovt1', '']","['soc', 'refer', 'model', 'compar', 'program', 'use', 'build', 'new', 'program', 'open', 'http', 'co', 'if7ocjovt1', '']",0
@turquesazulada jaja, en el paquete Microsoft viene un vigilante que a diario me recuerda todo lo que no respondí.;,,,,,,,,, turquesazulada jaja,0.0,0.0,neutral,0.0,1.0,0.0,0.0,20,2, turquesazulada jaja,"['', 'turquesazulada', 'jaja']","['', 'turquesazulada', 'jaja']","['', 'turquesazulada', 'jaja']",0
"RT @sacrediconpod: It's remarkable how synonymous Halo is with Xbox.
What was originally a secret project at Bungie in the late 90's is no…;",,,,,,,,,, it s remarkable how synonymous halo is with xbox what was originally a secret project at bungie in the late 90 s is no ,0.016666666666666663,0.6833333333333332,positive,,,,,120,24, it s remarkable how synonymous halo is with xbox what was originally a secret project at bungie in the late  s is no ,"['', 'it', 's', 'remarkable', 'how', 'synonymous', 'halo', 'is', 'with', 'xbox', 'what', 'was', 'originally', 'a', 'secret', 'project', 'at', 'bungie', 'in', 'the', 'late', 's', 'is', 'no', '']","['', 'remarkable', 'synonymous', 'halo', 'xbox', 'originally', 'secret', 'project', 'bungie', 'late', '']","['', 'remark', 'synonym', 'halo', 'xbox', 'origin', 'secret', 'project', 'bungi', 'late', '']",0
@Alter83519335 I need it! Thank you!! Rn the document is so big that it keeps crashing Microsoft Word! 😅😅😅😪;,,,,,,,,,, alter83519335 i need it thank you rn the document is so big that it keeps crashing microsoft word ,0.0,0.1,positive,,,,,99,18, alter8351335 i need it thank you rn the document is so big that it keeps crashing microsoft word ,"['', 'alter8351335', 'i', 'need', 'it', 'thank', 'you', 'rn', 'the', 'document', 'is', 'so', 'big', 'that', 'it', 'keeps', 'crashing', 'microsoft', 'word', '']","['', 'alter8351335', 'need', 'thank', 'rn', 'document', 'big', 'keeps', 'crashing', 'microsoft', 'word', '']","['', 'alter8351335', 'need', 'thank', 'rn', 'document', 'big', 'keep', 'crash', 'microsoft', 'word', '']",0
"RT @TimeTreeApp_JP: 【Web版について】
TimeTree Web版は2021年6月末に Internet Explorer/IE での利用サポートを終了します。
快適に利用いただくため、下記ブラウザおよび直近1年以内にリリースされたバージョンでの利用を…;",,,,,,,,,, web timetree web 2021 6 internet explorer ie 1 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,48,9, web timetree web 221 6 internet explorer ie 1 ,"['', 'web', 'timetree', 'web', '221', '6', 'internet', 'explorer', 'ie', '1', '']","['', 'web', 'timetree', 'web', '221', '6', 'internet', 'explorer', 'ie', '1', '']","['', 'web', 'timetre', 'web', '221', '6', 'internet', 'explor', 'ie', '1', '']",0
RT @autumnncarbine: With Microsoft shutdown sound for a laugh. I hope dude is okay. https://t.co/8HYf0kgtSl;,,,,,,,,,, with microsoft shutdown sound for a laugh i hope dude is okay https t co 8hyf0kgtsl ,0.39999999999999997,0.3333333333333333,positive,,,,,85,16, with microsoft shutdown sound for a laugh i hope dude is okay https t co 8hyfkgtsl ,"['', 'with', 'microsoft', 'shutdown', 'sound', 'for', 'a', 'laugh', 'i', 'hope', 'dude', 'is', 'okay', 'https', 't', 'co', '8hyfkgtsl', '']","['', 'microsoft', 'shutdown', 'sound', 'laugh', 'hope', 'dude', 'okay', 'https', 'co', '8hyfkgtsl', '']","['', 'microsoft', 'shutdown', 'sound', 'laugh', 'hope', 'dude', 'okay', 'http', 'co', '8hyfkgtsl', '']",0
Sustentando IP da Microsoft direto no PS4, assim que é bom #PS4share https://t.co/LF11djpY3T;,,,,,,,,,sustentando ip da microsoft direto no ps4,0.0,0.0,negative,,,,,41,7,sustentando ip da microsoft direto no ps4,"['sustentando', 'ip', 'da', 'microsoft', 'direto', 'no', 'ps4']","['sustentando', 'ip', 'da', 'microsoft', 'direto', 'ps4']","['sustentando', 'ip', 'da', 'microsoft', 'direto', 'ps4']",0
Until then, it's not Microsoft Paint. It's Microsoft Ain't.;,,,,,,,,,until then,0.0,0.0,neutral,0.0,1.0,0.0,0.0,10,2,until then,"['until', 'then']",[],[],0
Generation X Gaming Ep#263 (May 13, 2021) Season 7 talking, a few of the top stories from the past week like Marvel… https://t.co/jlHTd9ucrL;,,,,,,,,generation x gaming ep 263 may 13,0.0,0.0,neutral,0.0,1.0,0.0,0.0,33,7,generation x gaming ep 263 may 13,"['generation', 'x', 'gaming', 'ep', '263', 'may', '13']","['generation', 'x', 'gaming', 'ep', '263', 'may', '13']","['gener', 'x', 'game', 'ep', '263', 'may', '13']",0
"Project Reunion 0.5.7 is now available https://t.co/Z8xXHjPVnd
Upgrade instructions https://t.co/vZ7B4nXvLw;",,,,,,,,,,project reunion 0 5 7 is now available https t co z8xxhjpvnd upgrade instructions https t co vz7b4nxvlw ,0.4,0.4,neutral,0.0,1.0,0.0,0.0,104,18,project reunion  5 7 is now available https t co z8xxhjpvnd upgrade instructions https t co vz7b4nxvlw ,"['project', 'reunion', '5', '7', 'is', 'now', 'available', 'https', 't', 'co', 'z8xxhjpvnd', 'upgrade', 'instructions', 'https', 't', 'co', 'vz7b4nxvlw', '']","['project', 'reunion', '5', '7', 'available', 'https', 'co', 'z8xxhjpvnd', 'upgrade', 'instructions', 'https', 'co', 'vz7b4nxvlw', '']","['project', 'reunion', '5', '7', 'avail', 'http', 'co', 'z8xxhjpvnd', 'upgrad', 'instruct', 'http', 'co', 'vz7b4nxvlw', '']",0
@XboxStockAlerts Got mine from the Microsoft store ordered Tuesday delivered today took me 3 months to get one 🎮;,,,,,,,,,, xboxstockalerts got mine from the microsoft store ordered tuesday delivered today took me 3 months to get one ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,111,18, xboxstockalerts got mine from the microsoft store ordered tuesday delivered today took me 3 months to get one ,"['', 'xboxstockalerts', 'got', 'mine', 'from', 'the', 'microsoft', 'store', 'ordered', 'tuesday', 'delivered', 'today', 'took', 'me', '3', 'months', 'to', 'get', 'one', '']","['', 'xboxstockalerts', 'got', 'mine', 'microsoft', 'store', 'ordered', 'tuesday', 'delivered', 'today', 'took', '3', 'months', 'get', 'one', '']","['', 'xboxstockalert', 'got', 'mine', 'microsoft', 'store', 'order', 'tuesday', 'deliv', 'today', 'took', '3', 'month', 'get', 'one', '']",0
@awgreig She wants to really learn excel so I figured maybe Microsoft would be the best route?;,,,,,,,,,, awgreig she wants to really learn excel so i figured maybe microsoft would be the best route ,0.4666666666666666,0.20000000000000004,positive,,,,,94,17, awgreig she wants to really learn excel so i figured maybe microsoft would be the best route ,"['', 'awgreig', 'she', 'wants', 'to', 'really', 'learn', 'excel', 'so', 'i', 'figured', 'maybe', 'microsoft', 'would', 'be', 'the', 'best', 'route', '']","['', 'awgreig', 'wants', 'really', 'learn', 'excel', 'figured', 'maybe', 'microsoft', 'would', 'best', 'route', '']","['', 'awgreig', 'want', 'realli', 'learn', 'excel', 'figur', 'mayb', 'microsoft', 'would', 'best', 'rout', '']",0
Another software upgrade? Switching to Microsoft 365? Does your team need to be more productive with Microsoft Offi… https://t.co/fc06lTtYxo;,,,,,,,,,,another software upgrade switching to microsoft 365 does your team need to be more productive with microsoft offi https t co fc06lttyxo ,0.5,0.5,neutral,0.0,1.0,0.0,0.0,136,22,another software upgrade switching to microsoft 365 does your team need to be more productive with microsoft offi https t co fc6lttyxo ,"['another', 'software', 'upgrade', 'switching', 'to', 'microsoft', '365', 'does', 'your', 'team', 'need', 'to', 'be', 'more', 'productive', 'with', 'microsoft', 'offi', 'https', 't', 'co', 'fc6lttyxo', '']","['another', 'software', 'upgrade', 'switching', 'microsoft', '365', 'team', 'need', 'productive', 'microsoft', 'offi', 'https', 'co', 'fc6lttyxo', '']","['anoth', 'softwar', 'upgrad', 'switch', 'microsoft', '365', 'team', 'need', 'product', 'microsoft', 'offi', 'http', 'co', 'fc6lttyxo', '']",0
"Precisando de uma ajudinha nos estudos?
A Uni Academy está disponibilizando de forma gratuita o guia de estudos do… https://t.co/2yhuj1JcCd;",,,,,,,,,,precisando de uma ajudinha nos estudos a uni academy est disponibilizando de forma gratuita o guia de estudos do https t co 2yhuj1jccd ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,135,23,precisando de uma ajudinha nos estudos a uni academy est disponibilizando de forma gratuita o guia de estudos do https t co 2yhuj1jccd ,"['precisando', 'de', 'uma', 'ajudinha', 'nos', 'estudos', 'a', 'uni', 'academy', 'est', 'disponibilizando', 'de', 'forma', 'gratuita', 'o', 'guia', 'de', 'estudos', 'do', 'https', 't', 'co', '2yhuj1jccd', '']","['precisando', 'de', 'uma', 'ajudinha', 'nos', 'estudos', 'uni', 'academy', 'est', 'disponibilizando', 'de', 'forma', 'gratuita', 'guia', 'de', 'estudos', 'https', 'co', '2yhuj1jccd', '']","['precisando', 'de', 'uma', 'ajudinha', 'no', 'estudo', 'uni', 'academi', 'est', 'disponibilizando', 'de', 'forma', 'gratuita', 'guia', 'de', 'estudo', 'http', 'co', '2yhuj1jccd', '']",0
"Buy Microsoft Surface Pro X: 13"" Touch-Screen, SQ1, 8GB Memory, 256GB SSD, Wifi + 4G Lte $999.99 #Dailydeals… https://t.co/nkyl0fxbKe;",,,,,,,,,,buy microsoft surface pro x 13 touch screen sq1 8gb memory 256gb ssd wifi 4g lte 999 99 dailydeals https t co nkyl0fxbke ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,121,23,buy microsoft surface pro x 13 touch screen sq1 8gb memory 256gb ssd wifi 4g lte   dailydeals https t co nkylfxbke ,"['buy', 'microsoft', 'surface', 'pro', 'x', '13', 'touch', 'screen', 'sq1', '8gb', 'memory', '256gb', 'ssd', 'wifi', '4g', 'lte', 'dailydeals', 'https', 't', 'co', 'nkylfxbke', '']","['buy', 'microsoft', 'surface', 'pro', 'x', '13', 'touch', 'screen', 'sq1', '8gb', 'memory', '256gb', 'ssd', 'wifi', '4g', 'lte', 'dailydeals', 'https', 'co', 'nkylfxbke', '']","['buy', 'microsoft', 'surfac', 'pro', 'x', '13', 'touch', 'screen', 'sq1', '8gb', 'memori', '256gb', 'ssd', 'wifi', '4g', 'lte', 'dailyd', 'http', 'co', 'nkylfxbk', '']",0
"Buy Microsoft Surface Pro X: 13"" Touch-Screen, SQ1, 8GB Memory, 128GB SSD, Wifi + 4G Lte $799.99, More for $799.99… https://t.co/xACnwYg3qe;",,,,,,,,,,buy microsoft surface pro x 13 touch screen sq1 8gb memory 128gb ssd wifi 4g lte 799 99 more for 799 99 https t co xacnwyg3qe ,0.5,0.5,neutral,0.0,1.0,0.0,0.0,126,26,buy microsoft surface pro x 13 touch screen sq1 8gb memory 128gb ssd wifi 4g lte 7  more for 7  https t co xacnwyg3qe ,"['buy', 'microsoft', 'surface', 'pro', 'x', '13', 'touch', 'screen', 'sq1', '8gb', 'memory', '128gb', 'ssd', 'wifi', '4g', 'lte', '7', 'more', 'for', '7', 'https', 't', 'co', 'xacnwyg3qe', '']","['buy', 'microsoft', 'surface', 'pro', 'x', '13', 'touch', 'screen', 'sq1', '8gb', 'memory', '128gb', 'ssd', 'wifi', '4g', 'lte', '7', '7', 'https', 'co', 'xacnwyg3qe', '']","['buy', 'microsoft', 'surfac', 'pro', 'x', '13', 'touch', 'screen', 'sq1', '8gb', 'memori', '128gb', 'ssd', 'wifi', '4g', 'lte', '7', '7', 'http', 'co', 'xacnwyg3q', '']",0
@KunZed_ @philousports Gratuit sur le Microsoft store;,,,,,,,,,, kunzed philousports gratuit sur le microsoft store ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,52,7, kunzed philousports gratuit sur le microsoft store ,"['', 'kunzed', 'philousports', 'gratuit', 'sur', 'le', 'microsoft', 'store', '']","['', 'kunzed', 'philousports', 'gratuit', 'sur', 'le', 'microsoft', 'store', '']","['', 'kunz', 'philousport', 'gratuit', 'sur', 'le', 'microsoft', 'store', '']",0
"RT @sacrediconpod: It's remarkable how synonymous Halo is with Xbox.
What was originally a secret project at Bungie in the late 90's is no…;",,,,,,,,,, it s remarkable how synonymous halo is with xbox what was originally a secret project at bungie in the late 90 s is no ,0.016666666666666663,0.6833333333333332,positive,,,,,120,24, it s remarkable how synonymous halo is with xbox what was originally a secret project at bungie in the late  s is no ,"['', 'it', 's', 'remarkable', 'how', 'synonymous', 'halo', 'is', 'with', 'xbox', 'what', 'was', 'originally', 'a', 'secret', 'project', 'at', 'bungie', 'in', 'the', 'late', 's', 'is', 'no', '']","['', 'remarkable', 'synonymous', 'halo', 'xbox', 'originally', 'secret', 'project', 'bungie', 'late', '']","['', 'remark', 'synonym', 'halo', 'xbox', 'origin', 'secret', 'project', 'bungi', 'late', '']",0
RT @br_checkpoint: É importante lembrar que, bem como a Microsoft ou Sony, publishers terceirizadas têm liberdade para submeter quaisquer a…;,,,,,,,, importante lembrar que,0.0,0.0,neutral,0.0,1.0,0.0,0.0,23,3, importante lembrar que,"['', 'importante', 'lembrar', 'que']","['', 'importante', 'lembrar', 'que']","['', 'important', 'lembrar', 'que']",0
"RT @sacrediconpod: It's remarkable how synonymous Halo is with Xbox.
What was originally a secret project at Bungie in the late 90's is no…;",,,,,,,,,, it s remarkable how synonymous halo is with xbox what was originally a secret project at bungie in the late 90 s is no ,0.016666666666666663,0.6833333333333332,positive,,,,,120,24, it s remarkable how synonymous halo is with xbox what was originally a secret project at bungie in the late  s is no ,"['', 'it', 's', 'remarkable', 'how', 'synonymous', 'halo', 'is', 'with', 'xbox', 'what', 'was', 'originally', 'a', 'secret', 'project', 'at', 'bungie', 'in', 'the', 'late', 's', 'is', 'no', '']","['', 'remarkable', 'synonymous', 'halo', 'xbox', 'originally', 'secret', 'project', 'bungie', 'late', '']","['', 'remark', 'synonym', 'halo', 'xbox', 'origin', 'secret', 'project', 'bungi', 'late', '']",0
RT @KevinKaichuang: If you're a PhD student in the US or Canada going into your third year in Fall 2021, get your department to nominate yo…;,,,,,,,,, if you re a phd student in the us or canada going into your third year in fall 2021,0.0,0.0,neutral,0.0,1.0,0.0,0.0,84,19, if you re a phd student in the us or canada going into your third year in fall 221,"['', 'if', 'you', 're', 'a', 'phd', 'student', 'in', 'the', 'us', 'or', 'canada', 'going', 'into', 'your', 'third', 'year', 'in', 'fall', '221']","['', 'phd', 'student', 'us', 'canada', 'going', 'third', 'year', 'fall', '221']","['', 'phd', 'student', 'us', 'canada', 'go', 'third', 'year', 'fall', '221']",0
@gabrielthevega @IwalkVikCelts @BleacherReport @Microsoft 💀💀;,,,,,,,,,, gabrielthevega iwalkvikcelts bleacherreport microsoft ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,55,4, gabrielthevega iwalkvikcelts bleacherreport microsoft ,"['', 'gabrielthevega', 'iwalkvikcelts', 'bleacherreport', 'microsoft', '']","['', 'gabrielthevega', 'iwalkvikcelts', 'bleacherreport', 'microsoft', '']","['', 'gabrielthevega', 'iwalkvikcelt', 'bleacherreport', 'microsoft', '']",0
@VTiryan @Microsoft Rent free lmao;,,,,,,,,,, vtiryan microsoft rent free lmao ,0.5,0.9,positive,,,,,34,5, vtiryan microsoft rent free lmao ,"['', 'vtiryan', 'microsoft', 'rent', 'free', 'lmao', '']","['', 'vtiryan', 'microsoft', 'rent', 'free', 'lmao', '']","['', 'vtiryan', 'microsoft', 'rent', 'free', 'lmao', '']",0
RT @MicrosoftDesign: Touch it—you know you want to. Or throw it, or dance with it, or anything else you can think of. #HoloLens2 leverages…;,,,,,,,, touch it you know you want to or throw it,0.0,0.0,positive,,,,,42,10, touch it you know you want to or throw it,"['', 'touch', 'it', 'you', 'know', 'you', 'want', 'to', 'or', 'throw', 'it']","['', 'touch', 'know', 'want', 'throw']","['', 'touch', 'know', 'want', 'throw']",0
"Women will do anything for a Microsoft Surface tablet. 
https://t.co/0wIF9kJqSD;",,,,,,,,,,women will do anything for a microsoft surface tablet https t co 0wif9kjqsd ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,76,13,women will do anything for a microsoft surface tablet https t co wifkjqsd ,"['women', 'will', 'do', 'anything', 'for', 'a', 'microsoft', 'surface', 'tablet', 'https', 't', 'co', 'wifkjqsd', '']","['women', 'anything', 'microsoft', 'surface', 'tablet', 'https', 'co', 'wifkjqsd', '']","['women', 'anyth', 'microsoft', 'surfac', 'tablet', 'http', 'co', 'wifkjqsd', '']",1
Eu tô aqui pensando, e se o windows defender for um minerador de de bitcoin da Microsoft em seu Pc? 🤔;,,,,,,,,,eu t aqui pensando,0.0,0.0,neutral,0.0,1.0,0.0,0.0,18,4,eu t aqui pensando,"['eu', 't', 'aqui', 'pensando']","['eu', 'aqui', 'pensando']","['eu', 'aqui', 'pensando']",1
"RT @rojo_neon: CONACYT recomienda llenar sus formatos en línea vía ""Internet Explorer""🙈
Desde hace 5 años Microsoft descontinuó Explorer p…;",,,,,,,,,, conacyt recomienda llenar sus formatos en l nea v a internet explorer desde hace 5 a os microsoft descontinu explorer p ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,121,21, conacyt recomienda llenar sus formatos en l nea v a internet explorer desde hace 5 a os microsoft descontinu explorer p ,"['', 'conacyt', 'recomienda', 'llenar', 'sus', 'formatos', 'en', 'l', 'nea', 'v', 'a', 'internet', 'explorer', 'desde', 'hace', '5', 'a', 'os', 'microsoft', 'descontinu', 'explorer', 'p', '']","['', 'conacyt', 'recomienda', 'llenar', 'sus', 'formatos', 'en', 'l', 'nea', 'v', 'internet', 'explorer', 'desde', 'hace', '5', 'os', 'microsoft', 'descontinu', 'explorer', 'p', '']","['', 'conacyt', 'recomienda', 'llenar', 'su', 'formato', 'en', 'l', 'nea', 'v', 'internet', 'explor', 'desd', 'hace', '5', 'os', 'microsoft', 'descontinu', 'explor', 'p', '']",1
@Kam1esports El Microsoft 3.0 era el boca river de la epoca con ese... Que lindo que era.;,,,,,,,,,, kam1esports el microsoft 3 0 era el boca river de la epoca con ese que lindo que era ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,86,18, kam1esports el microsoft 3  era el boca river de la epoca con ese que lindo que era ,"['', 'kam1esports', 'el', 'microsoft', '3', 'era', 'el', 'boca', 'river', 'de', 'la', 'epoca', 'con', 'ese', 'que', 'lindo', 'que', 'era', '']","['', 'kam1esports', 'el', 'microsoft', '3', 'era', 'el', 'boca', 'river', 'de', 'la', 'epoca', 'con', 'ese', 'que', 'lindo', 'que', 'era', '']","['', 'kam1esport', 'el', 'microsoft', '3', 'era', 'el', 'boca', 'river', 'de', 'la', 'epoca', 'con', 'ese', 'que', 'lindo', 'que', 'era', '']",1
"🚀🚨 [usa] [microsoft (xboxsx)] xbox series x :: IN STOCK 🚨🚀 
Streaming: https://t.co/Mt44Lrc5SZ
Link:… https://t.co/Qk7e57IB7m;",,,,,,,,,, usa microsoft xboxsx xbox series x in stock streaming https t co mt44lrc5sz link https t co qk7e57ib7m ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,104,18, usa microsoft xboxsx xbox series x in stock streaming https t co mt44lrc5sz link https t co qk7e57ib7m ,"['', 'usa', 'microsoft', 'xboxsx', 'xbox', 'series', 'x', 'in', 'stock', 'streaming', 'https', 't', 'co', 'mt44lrc5sz', 'link', 'https', 't', 'co', 'qk7e57ib7m', '']","['', 'usa', 'microsoft', 'xboxsx', 'xbox', 'series', 'x', 'stock', 'streaming', 'https', 'co', 'mt44lrc5sz', 'link', 'https', 'co', 'qk7e57ib7m', '']","['', 'usa', 'microsoft', 'xboxsx', 'xbox', 'seri', 'x', 'stock', 'stream', 'http', 'co', 'mt44lrc5sz', 'link', 'http', 'co', 'qk7e57ib7m', '']",1
"Found this today : 
In 2011, @samykamkar discovered the iPhone, Android and Windows Phone mobile devices were conti… https://t.co/eSIRAL2R85;",,,,,,,,,,found this today in 2011 samykamkar discovered the iphone android and windows phone mobile devices were conti https t co esiral2r85 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,132,21,found this today in 211 samykamkar discovered the iphone android and windows phone mobile devices were conti https t co esiral2r85 ,"['found', 'this', 'today', 'in', '211', 'samykamkar', 'discovered', 'the', 'iphone', 'android', 'and', 'windows', 'phone', 'mobile', 'devices', 'were', 'conti', 'https', 't', 'co', 'esiral2r85', '']","['found', 'today', '211', 'samykamkar', 'discovered', 'iphone', 'android', 'windows', 'phone', 'mobile', 'devices', 'conti', 'https', 'co', 'esiral2r85', '']","['found', 'today', '211', 'samykamkar', 'discov', 'iphon', 'android', 'window', 'phone', 'mobil', 'devic', 'conti', 'http', 'co', 'esiral2r85', '']",1
"5月13日GAFA+M 2020/9/2比騰落率
Google 31.7%
Aamazon -10.5%
Facebook 0.9%
Apple -4.9%
Microsoft 4.9%
【Web版について】;",,,,,,,,,,5 13 gafa m 2020 9 2 google 31 7 aamazon 10 5 facebook 0 9 apple 4 9 microsoft 4 9 web ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,87,23,5 13 gafa m 22  2 google 31 7 aamazon 1 5 facebook   apple 4  microsoft 4  web ,"['5', '13', 'gafa', 'm', '22', '2', 'google', '31', '7', 'aamazon', '1', '5', 'facebook', 'apple', '4', 'microsoft', '4', 'web', '']","['5', '13', 'gafa', '22', '2', 'google', '31', '7', 'aamazon', '1', '5', 'facebook', 'apple', '4', 'microsoft', '4', 'web', '']","['5', '13', 'gafa', '22', '2', 'googl', '31', '7', 'aamazon', '1', '5', 'facebook', 'appl', '4', 'microsoft', '4', 'web', '']",1
TimeTree Web版は2021年6月末に Internet Explorer/IE での利用サポートを終了します。;,,,,,,,,,,timetree web 2021 6 internet explorer ie ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,41,7,timetree web 221 6 internet explorer ie ,"['timetree', 'web', '221', '6', 'internet', 'explorer', 'ie', '']","['timetree', 'web', '221', '6', 'internet', 'explorer', 'ie', '']","['timetre', 'web', '221', '6', 'internet', 'explor', 'ie', '']",1
"快適に利用いただくため、下記ブラウザおよび直近1年以内にリリースされたバージョンで… https://t.co/drt6Hu9jhe"";",,,,,,,,,, 1 https t co drt6hu9jhe ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,25,5, 1 https t co drt6hujhe ,"['', '1', 'https', 't', 'co', 'drt6hujhe', '']","['', '1', 'https', 'co', 'drt6hujhe', '']","['', '1', 'http', 'co', 'drt6hujh', '']",1
@gunswat_ This video goes into good detail of how Microsoft and Sega was actually possible over 20 years ago! Xbox… https://t.co/ha7ZgtEEGM;,,,,,,,,,, gunswat this video goes into good detail of how microsoft and sega was actually possible over 20 years ago xbox https t co ha7zgteegm ,0.35,0.8,positive,,,,,135,24, gunswat this video goes into good detail of how microsoft and sega was actually possible over 2 years ago xbox https t co ha7zgteegm ,"['', 'gunswat', 'this', 'video', 'goes', 'into', 'good', 'detail', 'of', 'how', 'microsoft', 'and', 'sega', 'was', 'actually', 'possible', 'over', '2', 'years', 'ago', 'xbox', 'https', 't', 'co', 'ha7zgteegm', '']","['', 'gunswat', 'video', 'goes', 'good', 'detail', 'microsoft', 'sega', 'actually', 'possible', '2', 'years', 'ago', 'xbox', 'https', 'co', 'ha7zgteegm', '']","['', 'gunswat', 'video', 'goe', 'good', 'detail', 'microsoft', 'sega', 'actual', 'possibl', '2', 'year', 'ago', 'xbox', 'http', 'co', 'ha7zgteegm', '']",1
